targetbvdidnumber;targetname;company;Title_link;date;Title;mainText;pros;cons;reply;helpfulReviews;authorInfo;authorInfo1;authorLocation;minor;middle;outlook;CEO;recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW21318221.htm;July 3, 2018;"""Not what I expected""";I worked at Hire Dynamics full-time for less than a year;Helping people find jobs, meeting new people, going to client companies;Favoritism in a small office;;Helpful (1);Former Employee - Staffing Specialist;in Salisbury, NC;Salisbury, NC;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW20731565.htm;May 24, 2018;"""You are so much more than a number here.""";I have been working at Hire Dynamics full-time;Excellent and courteous staff that actually treat you like a human being, unlike so many other staffing agencies.  This philosophy goes well beyond the initial hiring process as well.;None that I am aware.;;Helpful;Current Employee - Anonymous Employee;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW20638816.htm;May 17, 2018;"""Sheba""";I have been working at Hire Dynamics full-time for less than a year;CY that  works for hire dynamics  in Spartanburg  is a real good agent;it is no downside;;Helpful;Current Employee - Package Handler;in Spartanburg, SC;Spartanburg, SC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW20515013.htm;May 9, 2018;"""Recruiter""";I have been working at Hire Dynamics full-time for less than a year;"Provide  training 
8-5 scedule
Get to meet great people";"Stressful
Demanding
Low salary 
Unapreciative of Word done";;Helpful;Current Employee - Recruiter;in Concord, NC;Concord, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW20687003.htm;May 21, 2018;"""Staffing Specialist""";I have been working at Hire Dynamics full-time for more than a year;"Fast-pace work environment; a lot of opportunity for growth; Bonuses if you meet quarterly budgets";"No job security; no work life balance;";;Helpful (1);Current Employee - Staffing;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW20717453.htm;May 23, 2018;"""I wouldn't advise working here""";I worked at Hire Dynamics full-time for more than 3 years;Five Words.....Debbie Hudspeth and Tammy Humphries;Every single person and thing since Hire Dynamics acquired StaffMasters is a con. The people in upper management have consistently lied to the employees. They do not seem to care about the well being of internal employees or the temporary talent they place. It is quite evident that everything is a numbers game and their only concern is the bottom line. This company does not care about their staff, especially anyone who has dedicated years and years of their lives to StaffMasters.;;Helpful (3);Former Employee - Anonymous Employee;;;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW20714056.htm;May 23, 2018;"""Recruiter""";I worked at Hire Dynamics full-time;I worked with a lot of talented folks that are no longer there for the same reasons!;No work life balance.  Management pretends to listen to Operations concerns but nothing ever changes.  A lot of drama and gossip.  Overall poor Senior Management team;;Helpful (1);Former Employee - Anonymous Employee;;;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW20077577.htm;April 9, 2018;"""Hire Dynamics""";I worked at Hire Dynamics full-time for more than 3 years;They will get you a permanent job;I don't believe they really research the job they found for you, be careful it may not even be in your feild;;Helpful;Former Employee - CCR;in Atlanta, GA;Atlanta, GA;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW19856816.htm;March 25, 2018;"""Hires on the spot.""";I worked at Hire Dynamics full-time for less than a year;Temp to Perm. On the spot Drug Test.;There is nor will there ever be any downfalls about this Company.;;Helpful;Former Employee - Warehouse Associate;in Nashville, TN;Nashville, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW19557120.htm;March 6, 2018;"""Staffing Specilaist""";I have been working at Hire Dynamics full-time;"Great teammates (Through an excellent hiring process)
VERY competitive pay
Company Culture (Management representing employees)
never take the shortcuts and understand";with most recruiting companies, hours can vary and interviews as well;;Helpful;Current Employee - Anonymous Employee;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW19466552.htm;February 28, 2018;"""Manager""";I have been working at Hire Dynamics full-time for more than 3 years;I'm so proud to be part of a company that appreciates and invests in their talent.  Great culture, great leadership!!!;I really don't have anything negative to say.;;Helpful (1);Current Employee - Manager;in Nashville, TN;Nashville, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW19461073.htm;February 28, 2018;"""Branch Manager""";I have been working at Hire Dynamics full-time for more than a year;Great company that cares about internal employees and talent!;No downside working for Hiring Dynamics;;Helpful;Current Employee - Branch Manager;in Boiling Springs, Spartanburg, SC;Boiling Springs, Spartanburg, SC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW19329964.htm;February 20, 2018;"""Amazing Job!""";I have been working at Hire Dynamics full-time for more than 5 years;Employee friendly! Great wages! You are credited for the work you do!;no cons to add to this review;;Helpful (1);Current Employee - Staffing Special;in Shelby, NC;Shelby, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW19370573.htm;February 22, 2018;"""Great""";I have been working at Hire Dynamics full-time for more than 5 years;They are the best they will help you in any way they can;Can't think of none they are wonderful;;Helpful;Current Employee - Worker;in Shelby, NC;Shelby, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW19283466.htm;February 16, 2018;"""cherry picker""";I have been working at Hire Dynamics full-time for less than a year;its cool , laid back and chill;i dont have no cons they straight;;Helpful (1);Current Employee - Picker;in Nashville, TN;Nashville, TN;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW19260567.htm;February 15, 2018;"""Great place that cares""";I have been working at Hire Dynamics full-time for less than a year;Fast paced yet friendly environment. Everyone takes the time to know each talent comes in. The prioriety is to make sure each;Trying to match talent with the right job is a challenge at times. Also getting the talent to report to work is sometimes a challenge.;;Helpful;Current Employee - Senior Staffing Specialist;in Salisbury, NC;Salisbury, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW18969101.htm;January 29, 2018;"""N/A""";I have been working at Hire Dynamics full-time for less than a year;This is the best job ever.;Their aren’t any cons for this amazing job.;;Helpful;Current Employee - Anonymous Employee;in Montgomery, AL;Montgomery, AL;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW18825606.htm;January 20, 2018;"""Machine Operator""";I worked at Hire Dynamics full-time;Perfect attendence, hard worker, hands on very dedicated and determined;Nasty environment  lazy workers;;Helpful (1);Former Employee - Anonymous Employee;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW18777404.htm;January 17, 2018;"""Staffing Specialist""";I have been working at Hire Dynamics full-time for more than a year;Fun company, take care of their employees;Would like new carpet in the office;;Helpful;Current Employee - Staffing Specialist;in Charlotte, NC;Charlotte, NC;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW18573138.htm;January 4, 2018;"""Representative""";I worked at Hire Dynamics part-time;Being able to help people was great.;Didn’t like being disrespected all the time.;;Helpful;Former Employee - Anonymous Employee;;;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW18803295.htm;January 18, 2018;"""Staffing Specialist""";I worked at Hire Dynamics full-time;Great coworkers. Occasional fun event.;Management. Dan Campbell is the worst human I’ve ever met. This place will ask you to work 18 hours a day and make you think you’re the crazy one for not wanting to. Wouldn’t recommend this to my worst enemy.;;Helpful (5);Former Employee - Anonymous Employee;;;;;;;Doesn't Recommend
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW18291710.htm;December 11, 2017;"""LV/SH""";I have been working at Hire Dynamics full-time for less than a year;I Love working for this company , it always provides a steady place to work.;No Comment No Opinion on this;;Helpful (1);Current Employee - LV/SH;in Alpharetta, GA;Alpharetta, GA;;;;;Recommends
US*190521506317;hire dynamics rx;hire dynamics;https://www.glassdoor.com/Reviews/Employee-Review-Hire-Dynamics-RVW18298399.htm;December 11, 2017;"""Alpharetta Location""";I have been working at Hire Dynamics full-time for less than a year;I enjoy working for Hire Dynamics.  They respond to my emails,  questions,  and concerns extremely fast.  Accurate description of jobs and pay is always provided.  I love my current assignment and hope to become permanent.;I don't have anything negative to say.  When I have a problem it is always taken care of.;;Helpful;Current Employee - Anonymous Employee;in Alpharetta, GA;Alpharetta, GA;;;;;Recommends
